annotation,comment_id,worker,country,all toxic,not toxic
9073,6068986,2604,USA,False,False
9074,5107931,2764,VEN,False,False
9075,5107931,2601,VEN,False,False
9076,5107931,1878,VEN,False,False
9077,5855235,1140,USA,True,True
9078,5855235,1737,VEN,True,True
9079,5855235,1873,VEN,False,False
9080,5762640,1007,USA,True,True
9081,5762640,2996,VEN,False,False
9082,5762640,3232,VEN,True,True
9083,747652,1051,VEN,False,False
9084,747652,3536,VEN,False,False
9085,747652,965,USA,False,False
9086,5247826,2660,USA,False,False
9087,5247826,1531,VEN,True,True
9088,5247826,1648,VEN,False,False
9089,6217749,260,VEN,True,True
9090,6217749,3046,USA,True,True
9091,6217749,2483,VEN,False,False
9092,497696,3101,COL,True,True
9093,497696,2315,USA,True,True
9094,497696,1217,VEN,True,True
9095,5556714,1880,IND,True,True
9096,5556714,701,USA,False,False
9097,5556714,164,USA,False,False
9098,658916,760,VEN,False,False
9099,658916,1251,VEN,True,True
9100,658916,439,USA,False,False
9101,5497979,1326,VEN,True,True
9102,5497979,918,USA,False,False
9103,5497979,237,USA,False,False
9104,875619,3545,VEN,False,False
9105,875619,3496,VEN,False,False
9106,875619,2903,VEN,True,True
9107,1015211,258,MNE,False,False
9108,1015211,2221,VEN,False,False
9109,1015211,620,USA,False,False
9110,713296,3509,VEN,False,False
9111,713296,656,IND,True,True
9112,713296,540,VEN,False,False
9113,716576,2182,VEN,True,True
9114,716576,2307,EGY,False,False
9115,716576,1569,VEN,False,False
9116,5010600,962,VEN,False,False
9117,5010600,3159,USA,True,True
9118,5010600,1389,MNE,False,False
9119,5718221,718,COL,True,True
9120,5718221,235,VEN,True,True
9121,5718221,3325,USA,False,False
9122,5678997,1953,USA,False,False
9123,5678997,1136,USA,False,False
9124,5678997,1040,EGY,False,False
9125,6133766,1437,USA,False,False
9126,6133766,1993,USA,False,False
9127,6133766,1004,VEN,False,False
9128,5695269,229,VEN,False,False
9129,5695269,1377,VEN,False,False
9130,5695269,1045,VEN,False,False
9131,5801728,1684,VEN,False,False
9132,5801728,111,VEN,False,False
9133,5801728,2481,VEN,False,False
9134,5520050,1290,VEN,False,False
9135,5520050,3087,USA,False,False
9136,5520050,981,VEN,True,True
9137,6076265,2079,USA,True,True
9138,6076265,3013,USA,True,True
9139,6076265,2427,VEN,False,False
9140,6276205,1975,VEN,True,True
9141,6276205,2044,VEN,True,True
9142,6276205,758,IND,False,False
9143,5859102,3060,VEN,True,True
9144,5859102,3087,USA,False,False
9145,5859102,2634,IND,True,True
9146,646543,746,VEN,False,False
9147,646543,2638,VEN,False,False
9148,646543,2090,VEN,False,False
9149,519824,1178,USA,True,True
9150,519824,2177,VEN,False,False
9151,519824,2292,UKR,False,False
9152,776947,342,USA,False,False
9153,776947,244,USA,False,False
9154,776947,3263,VEN,False,False
9155,299071,1320,USA,False,False
9156,299071,1840,VEN,False,False
9157,299071,637,VEN,False,False
9158,6241616,2720,VEN,True,True
9159,6241616,1040,EGY,False,False
9160,6241616,2281,VEN,False,False
9161,5609973,2916,USA,False,False
9162,5609973,48,USA,False,False
9163,5609973,2712,USA,True,False
9164,830257,3013,USA,True,True
9165,830257,71,EGY,False,False
9166,830257,187,VEN,False,False
9167,5613917,2165,USA,True,True
9168,5613917,2285,VEN,False,True
9169,5613917,1914,VEN,True,True
9170,979094,2564,USA,True,True
9171,979094,1920,USA,True,True
9172,979094,35,USA,False,False
9173,5695612,214,VEN,False,False
9174,5695612,430,EGY,True,True
9175,5695612,140,USA,False,False
9176,450270,1947,VEN,True,True
9177,450270,418,VEN,True,True
9178,450270,2167,VEN,True,True
9179,6327197,3484,VEN,False,False
9180,6327197,2891,IND,True,True
9181,6327197,2269,IND,False,False
9182,5847349,3075,VEN,False,False
9183,5847349,2935,VEN,False,False
9184,5847349,2229,USA,False,False
9185,6267588,3143,VEN,True,True
9186,6267588,1153,VEN,False,False
9187,6267588,3069,VEN,False,False
9188,6326637,515,VEN,True,True
9189,6326637,1375,VEN,False,True
9190,6326637,589,PER,False,False
9191,5791403,3413,USA,False,False
9192,5791403,2407,USA,False,False
9193,5791403,1399,PER,False,False
9194,461047,3013,USA,True,True
9195,461047,2165,USA,False,False
9196,461047,1735,VEN,False,False
9197,6014908,3298,VEN,True,True
9198,6014908,518,VEN,True,True
9199,6014908,3020,USA,True,True
9200,5876199,2796,VEN,False,False
9201,5876199,2187,USA,False,False
9202,5876199,2272,PER,False,False
9203,5513431,2906,VEN,False,False
9204,5513431,629,VEN,False,False
9205,5513431,358,VEN,False,False
9206,255170,456,IND,True,True
9207,255170,1133,BRA,True,True
9208,255170,1571,EGY,False,False
9209,5791743,1903,VEN,False,False
9210,5791743,1032,VEN,True,True
9211,5791743,1154,USA,True,True
9212,5333401,869,USA,False,False
9213,5333401,1779,VEN,True,True
9214,5333401,1895,VEN,True,True
9215,5216176,3008,VEN,True,True
9216,5216176,2839,VEN,False,False
9217,5216176,526,VEN,False,False
9218,5275811,1090,VEN,False,False
9219,5275811,3116,VEN,False,False
9220,5275811,2146,USA,False,False
9221,833931,2256,VEN,False,False
9222,833931,2839,VEN,False,False
9223,833931,2866,USA,True,True
9224,5285075,841,USA,True,True
9225,5285075,3063,USA,False,False
9226,5285075,1833,VEN,False,False
9227,5717354,3263,VEN,False,False
9228,5717354,918,USA,False,False
9229,5717354,799,USA,False,False
9230,5759331,1819,USA,True,True
9231,5759331,2306,USA,True,True
9232,5759331,969,USA,True,True
9233,6210762,2133,USA,True,True
9234,6210762,2863,VEN,False,False
9235,6210762,2438,VEN,False,False
9236,6266590,2508,VEN,False,False
9237,6266590,2128,USA,False,False
9238,6266590,2149,ITA,False,False
9239,5946451,1975,VEN,True,True
9240,5946451,567,VEN,False,False
9241,5946451,758,IND,False,False
9242,5609407,1409,USA,False,False
9243,5609407,3378,USA,True,True
9244,5609407,191,VEN,False,False
9245,5501947,583,VEN,False,False
9246,5501947,1359,VEN,False,False
9247,5501947,609,SRB,False,False
9248,6238463,687,VEN,True,True
9249,6238463,3443,VEN,True,True
9250,6238463,338,ESP,False,False
9251,6100908,342,USA,False,False
9252,6100908,591,VEN,False,False
9253,6100908,2939,USA,False,False
9254,5020219,1867,VEN,True,True
9255,5020219,1409,USA,False,False
9256,5020219,343,VEN,False,False
9257,5587918,2589,USA,False,False
9258,5587918,1975,VEN,True,True
9259,5587918,3269,VEN,True,True
9260,652868,984,EGY,False,False
9261,652868,3188,CAN,False,False
9262,652868,2012,BIH,False,False
9263,6012579,3524,EGY,False,False
9264,6012579,3278,VEN,False,False
9265,6012579,925,VEN,True,False
9266,5143005,2199,IND,False,False
9267,5143005,3484,VEN,False,False
9268,5143005,3048,USA,False,False
9269,5723758,3509,VEN,False,False
9270,5723758,2767,VEN,False,False
9271,5723758,3251,VEN,False,False
9272,5160534,1340,VEN,True,True
9273,5160534,3398,VEN,False,False
9274,5160534,135,COL,False,False
9275,730325,2589,USA,False,False
9276,730325,3468,VEN,False,False
9277,730325,1448,VEN,False,False
9278,817709,3558,USA,True,True
9279,817709,2595,VEN,False,False
9280,817709,408,VEN,True,False
9281,339566,3034,USA,True,True
9282,339566,2843,VEN,True,True
9283,339566,349,TUR,False,False
9284,5260254,1753,VEN,False,False
9285,5260254,1058,USA,False,False
9286,5260254,601,VEN,False,False
9287,918633,34,VEN,False,False
9288,918633,1880,IND,True,True
9289,918633,1550,USA,False,False
9290,5705661,3087,USA,True,True
9291,5705661,1196,COL,False,False
9292,5705661,3433,VEN,False,False
9293,5963373,976,USA,True,True
9294,5963373,2187,USA,False,False
9295,5963373,2360,USA,False,False
9296,5212226,356,VEN,False,False
9297,5212226,1265,IND,True,True
9298,5212226,2005,VEN,True,True
9299,710581,3378,USA,True,True
9300,710581,1133,BRA,False,False
9301,710581,930,VEN,False,False
9302,5207160,2564,USA,True,True
9303,5207160,1640,VEN,False,False
9304,5207160,2193,USA,False,False
9305,736677,3101,COL,False,False
9306,736677,2680,VEN,False,False
9307,736677,2115,ARG,False,False
9308,5207634,2133,USA,True,True
9309,5207634,3105,VEN,False,False
9310,5207634,1000,VEN,False,False
9311,372938,1386,VEN,True,True
9312,372938,2171,IND,False,False
9313,372938,591,VEN,True,True
9314,6312956,3034,USA,True,True
9315,6312956,240,VEN,False,False
9316,6312956,489,EGY,False,False
9317,5125113,260,VEN,True,True
9318,5125113,83,VEN,False,False
9319,5125113,1133,BRA,True,True
9320,708820,1660,VEN,True,True
9321,708820,1632,IND,True,True
9322,708820,132,EGY,False,False
9323,886752,3096,EGY,False,False
9324,886752,2571,USA,False,False
9325,886752,2408,USA,False,True
9326,5256493,3386,VEN,False,False
9327,5256493,2904,USA,True,True
9328,5256493,3408,VEN,False,False
9329,516599,3555,USA,False,False
9330,516599,3454,VEN,False,False
9331,516599,1806,USA,True,True
9332,6020389,3196,VEN,False,False
9333,6020389,2729,VEN,False,False
9334,6020389,1919,VEN,False,False
9335,5867629,2521,VEN,False,False
9336,5867629,1569,VEN,False,True
9337,5867629,3042,VEN,False,False
9338,5783686,2636,USA,False,False
9339,5783686,2325,VEN,False,True
9340,5783686,159,USA,True,True
9341,253560,3138,VEN,False,False
9342,253560,3109,VEN,False,False
9343,253560,481,VEN,False,False
9344,6095097,1375,VEN,False,False
9345,6095097,2412,VEN,True,True
9346,6095097,3014,USA,True,True
9347,5736898,1357,VEN,True,True
9348,5736898,1960,VEN,False,False
9349,5736898,522,VEN,False,False
9350,6002143,145,VEN,False,False
9351,6002143,1536,COL,False,False
9352,6002143,124,USA,True,True
9353,5168604,515,VEN,True,True
9354,5168604,1842,VEN,False,False
9355,5168604,1869,USA,False,False
9356,6042464,2220,USA,True,True
9357,6042464,2515,IND,False,False
9358,6042464,3382,USA,False,False
9359,275007,3187,VEN,True,True
9360,275007,310,GBR,True,True
9361,275007,712,USA,True,True
9362,603276,990,USA,False,False
9363,603276,3241,VEN,True,True
9364,603276,1045,VEN,False,False
9365,6280258,1326,VEN,True,True
9366,6280258,689,USA,False,False
9367,6280258,3067,VEN,True,True
9368,5172807,338,ESP,True,True
9369,5172807,477,VEN,False,True
9370,5172807,2660,USA,True,True
9371,877132,689,USA,False,False
9372,877132,25,RUS,False,False
9373,877132,1676,USA,False,False
9374,5419417,229,VEN,False,False
9375,5419417,2810,EGY,False,False
9376,5419417,873,USA,False,False
9377,5056503,2005,VEN,True,True
9378,5056503,861,VEN,False,False
9379,5056503,2427,VEN,False,False
9380,461154,1629,USA,False,False
9381,461154,1003,VEN,True,True
9382,461154,2313,VEN,False,False
9383,776405,2422,VEN,False,False
9384,776405,3451,VEN,False,False
9385,776405,2811,USA,False,False
9386,5221306,868,USA,True,True
9387,5221306,82,VEN,True,True
9388,5221306,1599,USA,True,True
9389,6271362,1320,USA,False,False
9390,6271362,1178,USA,False,False
9391,6271362,2182,VEN,True,True
9392,5132829,1511,VEN,True,True
9393,5132829,2601,VEN,True,True
9394,5132829,542,USA,True,True
9395,5117491,1880,IND,True,True
9396,5117491,3480,VEN,False,False
9397,5117491,3074,EGY,False,False
9398,5820376,3312,VEN,False,False
9399,5820376,1943,USA,False,False
9400,5820376,1958,EGY,False,False
9401,1053938,2756,USA,False,False
9402,1053938,2595,VEN,False,False
9403,1053938,2530,EGY,False,False
9404,5831362,710,VEN,False,False
9405,5831362,1984,VEN,False,False
9406,5831362,3363,VEN,False,False
9407,6160116,458,USA,False,False
9408,6160116,3527,VNM,False,False
9409,6160116,1758,USA,False,False
9410,1070106,6,VEN,False,True
9411,1070106,483,ECU,False,False
9412,1070106,24,VEN,False,False
9413,638493,3096,EGY,False,False
9414,638493,3092,USA,False,False
9415,638493,1155,VEN,False,False
9416,6050745,188,VEN,False,False
9417,6050745,418,VEN,True,True
9418,6050745,3143,VEN,False,False
9419,6069071,1136,USA,False,False
9420,6069071,338,ESP,False,False
9421,6069071,2010,VEN,False,False
9422,6196743,34,VEN,False,False
9423,6196743,2709,VEN,False,False
9424,6196743,339,VEN,False,False
9425,6030889,1051,VEN,True,True
9426,6030889,2970,MDA,False,False
9427,6030889,1732,USA,False,False
9428,5088274,906,USA,False,False
9429,5088274,665,VEN,False,False
9430,5088274,1375,VEN,False,False
9431,4975210,1924,IND,True,True
9432,4975210,1027,VEN,True,False
9433,4975210,982,USA,False,False
9434,5086240,430,EGY,True,True
9435,5086240,3196,VEN,True,True
9436,5086240,1682,USA,False,False
9437,5508665,1285,VEN,False,False
9438,5508665,2090,VEN,True,True
9439,5508665,851,EGY,False,False
9440,6185520,841,USA,True,True
9441,6185520,748,VEN,False,False
9442,6185520,2115,ARG,True,True
9443,5133412,1632,IND,True,True
9444,5133412,1710,USA,False,False
9445,5133412,655,VEN,False,False
9446,5206487,156,VEN,True,True
9447,5206487,1807,VEN,True,True
9448,5206487,1732,USA,False,False
9449,5818693,2274,VEN,True,True
9450,5818693,187,VEN,False,False
9451,5818693,2203,VEN,False,False
9452,6241112,3060,VEN,True,True
9453,6241112,3233,VEN,True,True
9454,6241112,2647,UKR,False,False
9455,5687616,841,USA,True,True
9456,5687616,3008,VEN,False,False
9457,5687616,3468,VEN,False,False
9458,957928,841,USA,True,True
9459,957928,1310,VEN,False,False
9460,957928,1291,VEN,False,False
9461,838071,333,VEN,False,False
9462,838071,2710,USA,False,False
9463,838071,2663,USA,False,False
9464,728703,2116,VEN,True,True
9465,728703,877,VEN,True,True
9466,728703,1119,VEN,False,False
9467,5197014,2079,USA,True,True
9468,5197014,1251,VEN,True,True
9469,5197014,3267,VEN,False,False
9470,475528,456,IND,True,True
9471,475528,1076,PER,False,False
9472,475528,2255,USA,True,True
9473,1058294,1290,VEN,False,False
9474,1058294,2104,VEN,False,False
9475,1058294,3004,VEN,False,False
9476,5354570,3034,USA,True,True
9477,5354570,2976,VEN,False,False
9478,5354570,2233,PER,False,False
9479,5909636,398,USA,False,False
9480,5909636,145,VEN,False,False
9481,5909636,373,VEN,False,False
9482,6070909,2393,VEN,False,False
9483,6070909,3097,USA,True,True
9484,6070909,3233,VEN,False,False
9485,5695593,3034,USA,True,True
9486,5695593,3199,USA,False,False
9487,5695593,2085,VEN,False,False
9488,5238995,2562,VEN,True,True
9489,5238995,105,COL,False,False
9490,5238995,981,VEN,True,True
9491,6333372,990,USA,False,False
9492,6333372,3241,VEN,True,True
9493,6333372,1045,VEN,False,False
9494,5060332,195,USA,False,False
9495,5060332,2422,VEN,True,False
9496,5060332,1661,VEN,False,False
9497,5285808,1500,VEN,False,False
9498,5285808,164,USA,False,False
9499,5285808,1774,VEN,False,False
9500,5310872,2081,VEN,True,True
9501,5310872,874,IND,True,True
9502,5310872,2971,USA,True,True
9503,920783,1947,VEN,True,True
9504,920783,996,VEN,False,False
9505,920783,1849,USA,True,True
9506,5810357,718,COL,True,True
9507,5810357,3513,VEN,True,True
9508,5810357,2472,VEN,False,False
9509,5948822,2252,USA,True,True
9510,5948822,2285,VEN,False,False
9511,5948822,1020,USA,True,True
9512,5898077,2925,USA,True,True
9513,5898077,1914,VEN,True,True
9514,5898077,1595,VEN,False,False
9515,5651440,521,USA,True,True
9516,5651440,2173,USA,True,True
9517,5651440,3410,USA,True,True
9518,6273174,3095,USA,False,False
9519,6273174,845,USA,False,False
9520,6273174,816,USA,False,False
9521,781584,1953,USA,False,False
9522,781584,2277,USA,False,False
9523,781584,3046,USA,True,True
9524,581204,1265,IND,True,True
9525,581204,4,VEN,False,False
9526,581204,2128,USA,True,True
9527,578968,2,USA,False,False
9528,578968,3245,EGY,True,True
9529,578968,2293,UKR,False,False
9530,947182,2301,VEN,True,True
9531,947182,1140,USA,True,True
9532,947182,2320,VEN,True,True
9533,5615697,3118,USA,True,True
9534,5615697,4,VEN,True,True
9535,5615697,1460,EGY,False,False
9536,5904195,2774,VEN,False,False
9537,5904195,1627,VEN,False,False
9538,5904195,2702,USA,False,False
9539,5466783,977,VEN,False,False
9540,5466783,433,USA,False,False
9541,5466783,2893,MEX,False,False
9542,5424797,4,VEN,True,True
9543,5424797,3093,VEN,False,False
9544,5424797,3120,VEN,False,False
9545,924280,3224,VEN,False,False
9546,924280,2818,VEN,False,False
9547,924280,1,VEN,False,False
9548,563028,501,USA,True,True
9549,563028,2116,VEN,False,False
9550,563028,1090,VEN,False,False
9551,601677,963,VEN,True,True
9552,601677,2564,USA,True,True
9553,601677,2330,VEN,False,False
9554,5543914,642,USA,False,False
9555,5543914,2913,VEN,False,False
9556,5543914,2181,VEN,False,False
9557,496136,356,VEN,False,False
9558,496136,2412,VEN,False,False
9559,496136,3317,VEN,False,False
9560,389760,1202,VEN,True,True
9561,389760,2710,USA,True,True
9562,389760,1938,VEN,False,False
9563,5829109,3536,VEN,False,True
9564,5829109,1860,VEN,False,False
9565,5829109,2309,USA,False,False
9566,5404817,2274,VEN,True,True
9567,5404817,1320,USA,False,False
9568,5404817,748,VEN,False,False
9569,5724644,2054,EGY,False,False
9570,5724644,2721,USA,True,True
9571,5724644,812,EGY,True,True
9572,866935,3319,USA,False,False
9573,866935,2316,EGY,False,False
9574,866935,2247,USA,False,False
9575,5144495,2075,VEN,False,False
9576,5144495,2753,USA,False,False
9577,5144495,1521,VEN,False,False
9578,475032,287,VEN,False,False
9579,475032,1483,EGY,False,False
9580,475032,819,VEN,False,False
9581,5188891,2187,USA,False,False
9582,5188891,3506,VEN,False,False
9583,5188891,1374,VEN,True,True
9584,5050505,1639,USA,True,True
9585,5050505,3104,USA,False,False
9586,5050505,2784,VEN,False,False
9587,771089,3022,VEN,False,False
9588,771089,1510,VEN,False,False
9589,771089,3457,VEN,False,False
9590,582749,34,VEN,False,False
9591,582749,2256,VEN,False,False
9592,582749,2317,VEN,False,False
9593,5572116,1947,VEN,False,False
9594,5572116,1003,VEN,False,False
9595,5572116,157,USA,False,False
9596,1060744,1251,VEN,True,True
9597,1060744,2660,USA,True,True
9598,1060744,3045,VEN,True,True
9599,1025285,840,VEN,True,True
9600,1025285,1737,VEN,False,False
9601,1025285,2906,VEN,False,False
9602,5502845,1880,IND,True,True
9603,5502845,2233,PER,False,False
9604,5502845,1315,DOM,False,False
9605,5763419,861,VEN,False,False
9606,5763419,2427,VEN,False,False
9607,5763419,621,VEN,False,False
9608,954367,3151,USA,False,False
9609,954367,2123,USA,False,False
9610,954367,597,VEN,False,False
9611,5292436,2255,USA,False,False
9612,5292436,2810,EGY,True,True
9613,5292436,806,USA,False,False
9614,5609565,687,VEN,True,True
9615,5609565,3120,VEN,True,True
9616,5609565,457,USA,False,True
9617,5876298,1718,VEN,True,True
9618,5876298,3509,VEN,False,False
9619,5876298,3240,VEN,False,False
9620,881850,3060,VEN,True,True
9621,881850,813,CHL,False,False
9622,881850,1234,ARG,False,False
9623,778606,3118,USA,True,True
9624,778606,3191,VEN,False,False
9625,778606,2899,USA,False,False
9626,5454950,3191,VEN,True,True
9627,5454950,1420,USA,False,False
9628,5454950,2041,USA,False,False
9629,314352,102,VEN,True,True
9630,314352,145,VEN,False,False
9631,314352,2552,VEN,False,False
9632,5193528,861,VEN,False,False
9633,5193528,93,VEN,True,True
9634,5193528,1989,VEN,False,False
9635,523281,2086,USA,False,False
9636,523281,326,EGY,False,False
9637,523281,3549,USA,False,False
9638,5196990,1178,USA,True,True
9639,5196990,1960,VEN,False,False
9640,5196990,3208,USA,False,False
9641,5019730,118,USA,False,False
9642,5019730,2943,VEN,False,False
9643,5019730,1845,TUR,False,False
9644,5856498,442,USA,True,True
9645,5856498,258,MNE,False,False
9646,5856498,3217,VEN,False,False
9647,878615,1340,VEN,True,True
9648,878615,3494,VEN,True,True
9649,878615,3278,VEN,False,False
9650,6169921,1727,USA,False,False
9651,6169921,1479,USA,False,False
9652,6169921,408,VEN,False,False
9653,917675,3571,VEN,False,False
9654,917675,1361,VEN,False,False
9655,917675,3433,VEN,False,False
9656,5040183,718,COL,False,False
9657,5040183,490,VEN,True,True
9658,5040183,213,VEN,False,False
9659,5338125,1326,VEN,False,False
9660,5338125,722,BRA,False,False
9661,5338125,3571,VEN,False,False
9662,5656300,710,VEN,False,False
9663,5656300,2949,VEN,False,False
9664,5656300,1984,VEN,False,False
9665,6060097,2916,USA,False,False
9666,6060097,48,USA,False,False
9667,6060097,65,RUS,False,False
9668,5871014,3390,VEN,True,True
9669,5871014,206,USA,True,True
9670,5871014,2490,VEN,True,True
9671,723521,2285,VEN,False,False
9672,723521,3414,USA,True,True
9673,723521,1027,VEN,True,False
9674,707413,2552,VEN,False,False
9675,707413,1960,VEN,False,False
9676,707413,116,VEN,False,False
9677,765729,1660,VEN,True,True
9678,765729,914,USA,False,False
9679,765729,2417,VEN,True,False
9680,5058975,440,USA,True,True
9681,5058975,2592,VEN,False,False
9682,5058975,2823,USA,False,False
9683,1036580,202,USA,False,False
9684,1036580,3464,PER,False,False
9685,1036580,1405,VEN,True,False
9686,5255445,2778,VEN,True,True
9687,5255445,521,USA,True,True
9688,5255445,3406,VEN,False,False
9689,315399,2199,IND,False,False
9690,315399,694,USA,False,False
9691,315399,2414,VEN,False,False
9692,5694365,963,VEN,True,True
9693,5694365,1948,IND,True,True
9694,5694365,2540,USA,False,True
9695,1039118,1361,VEN,True,True
9696,1039118,2958,IND,True,True
9697,1039118,433,USA,True,True
9698,5600648,3316,VEN,True,True
9699,5600648,2624,RUS,False,False
9700,5600648,851,EGY,False,False
9701,6195320,3509,VEN,False,False
9702,6195320,656,IND,True,True
9703,6195320,3465,COL,True,True
9704,4967844,3241,VEN,True,True
9705,4967844,2680,VEN,False,False
9706,4967844,2224,VEN,False,False
9707,5533716,1842,VEN,False,False
9708,5533716,2601,VEN,False,False
9709,5533716,719,VEN,False,False
9710,6000873,2285,VEN,False,False
9711,6000873,3414,USA,True,True
9712,6000873,1027,VEN,True,False
9713,5547325,2551,USA,False,False
9714,5547325,298,VEN,True,True
9715,5547325,1895,VEN,True,True
9716,5028734,1265,IND,True,True
9717,5028734,3247,VEN,False,False
9718,5028734,2995,CHL,False,False
9719,5888669,2133,USA,False,False
9720,5888669,565,VEN,False,False
9721,5888669,1813,COL,True,True
9722,287385,2778,VEN,True,True
9723,287385,442,USA,True,True
9724,287385,2629,USA,True,True
9725,6192176,2274,VEN,True,True
9726,6192176,392,VEN,False,False
9727,6192176,2004,VEN,False,False
9728,5770266,3364,USA,False,False
9729,5770266,3523,VEN,False,False
9730,5770266,2298,EGY,False,False
9731,6207503,720,USA,False,False
9732,6207503,553,USA,True,True
9733,6207503,2579,VEN,False,False
9734,5101232,3060,VEN,True,True
9735,5101232,606,EGY,True,True
9736,5101232,2516,VEN,False,False
9737,971456,1146,VEN,False,False
9738,971456,1370,VEN,False,False
9739,971456,1324,USA,False,False
9740,6241985,563,USA,False,False
9741,6241985,2491,VEN,False,False
9742,6241985,1325,VEN,False,False
9743,984580,1908,USA,False,False
9744,984580,93,VEN,False,False
9745,984580,453,USA,False,False
9746,5861863,156,VEN,False,False
9747,5861863,3149,USA,True,True
9748,5861863,1485,VEN,True,True
9749,347991,2627,VEN,False,False
9750,347991,371,VEN,True,True
9751,347991,1552,VEN,False,False
9752,615258,397,VEN,False,False
9753,615258,694,USA,False,False
9754,615258,1923,VEN,False,False
9755,5388402,659,USA,False,False
9756,5388402,2262,USA,True,True
9757,5388402,600,VEN,False,False
9758,6220467,2971,USA,False,False
9759,6220467,3436,USA,False,False
9760,6220467,504,USA,False,False
9761,363342,2182,VEN,True,True
9762,363342,3014,USA,False,False
9763,363342,3533,VEN,False,False
9764,5661511,3067,VEN,True,True
9765,5661511,490,VEN,False,False
9766,5661511,213,VEN,False,False
9767,541536,208,VEN,True,True
9768,541536,2491,VEN,True,True
9769,541536,3008,VEN,True,True
9770,6182169,3413,USA,False,False
9771,6182169,621,VEN,False,False
9772,6182169,701,USA,False,False
9773,657132,310,GBR,True,True
9774,657132,1933,USA,True,True
9775,657132,2516,VEN,False,False
9776,5732372,240,VEN,False,False
9777,5732372,3534,USA,False,False
9778,5732372,933,VEN,False,False
9779,6229583,2790,USA,False,False
9780,6229583,2912,VEN,False,False
9781,6229583,3014,USA,False,False
9782,6191973,712,USA,True,True
9783,6191973,3356,VEN,False,False
9784,6191973,2551,USA,False,False
9785,5644807,1908,USA,True,True
9786,5644807,3287,VEN,True,True
9787,5644807,95,ESP,False,False
9788,837013,3536,VEN,False,False
9789,837013,3159,USA,True,True
9790,837013,1754,USA,False,False
9791,5694166,799,USA,False,False
9792,5694166,3342,VEN,True,False
9793,5694166,2016,EGY,False,False
9794,5585791,2733,VEN,False,False
9795,5585791,2863,VEN,True,True
9796,5585791,2597,USA,False,False
9797,6242218,1479,USA,False,False
9798,6242218,1608,USA,False,False
9799,6242218,2203,VEN,True,True
9800,5756725,3325,USA,False,False
9801,5756725,1374,VEN,False,False
9802,5756725,3017,VEN,False,False
9803,5039050,984,EGY,False,False
9804,5039050,1737,VEN,False,False
9805,5039050,1050,VEN,False,False
9806,6223114,1424,USA,False,False
9807,6223114,2888,VEN,False,False
9808,6223114,2577,VEN,False,False
9809,5770809,616,VEN,False,False
9810,5770809,2354,VEN,False,False
9811,5770809,3197,USA,False,False
9812,5389137,1326,VEN,True,True
9813,5389137,722,BRA,False,False
9814,5389137,3571,VEN,False,False
9815,544290,712,USA,True,True
9816,544290,606,EGY,True,True
9817,544290,3053,VEN,False,False
9818,606889,519,USA,False,False
9819,606889,3569,EGY,False,False
9820,606889,1331,EGY,False,False
9821,5090445,841,USA,True,True
9822,5090445,2899,USA,True,True
9823,5090445,2394,VEN,False,False
9824,888165,2079,USA,True,True
9825,888165,333,VEN,False,False
9826,888165,1714,EGY,False,False
9827,721546,102,VEN,True,True
9828,721546,202,USA,False,False
9829,721546,164,USA,False,False
9830,385730,735,USA,False,False
9831,385730,2187,USA,False,False
9832,385730,2660,USA,False,False
9833,786571,6,VEN,False,True
9834,786571,1481,VEN,False,False
9835,786571,1999,VEN,True,True
9836,6138056,145,VEN,False,False
9837,6138056,174,BRA,False,False
9838,6138056,985,USA,False,False
9839,5866074,359,VEN,False,False
9840,5866074,2052,VEN,False,False
9841,5866074,2817,USA,False,False
9842,6208933,2199,IND,False,False
9843,6208933,2895,EGY,True,True
9844,6208933,3389,VEN,False,False
9845,5688849,1564,VEN,True,True
9846,5688849,2925,USA,False,False
9847,5688849,71,EGY,False,False
9848,6166571,665,VEN,False,False
9849,6166571,868,USA,True,True
9850,6166571,3019,VEN,False,False
9851,1065532,3558,USA,False,False
9852,1065532,397,VEN,False,False
9853,1065532,1485,VEN,True,True
9854,5693915,3054,VEN,False,False
9855,5693915,1511,VEN,False,False
9856,5693915,3262,VEN,False,False
9857,5621410,1632,IND,True,True
9858,5621410,3025,USA,True,True
9859,5621410,1807,VEN,True,True
9860,294021,3312,VEN,True,True
9861,294021,701,USA,False,False
9862,294021,3002,USA,False,False
9863,587429,2549,VEN,True,True
9864,587429,3053,VEN,False,False
9865,587429,3200,VEN,False,False
9866,495093,1807,VEN,True,True
9867,495093,1732,USA,False,False
9868,495093,1656,EGY,True,True
9869,424089,512,VEN,False,False
9870,424089,1460,EGY,False,False
9871,424089,811,USA,False,False
9872,1030342,235,VEN,False,False
9873,1030342,1490,VEN,False,False
9874,1030342,59,VEN,True,True
9875,581715,1456,VEN,True,True
9876,581715,694,USA,False,True
9877,581715,2324,VEN,False,False
9878,717842,563,USA,False,False
9879,717842,28,IND,True,True
9880,717842,199,VEN,False,False
9881,677735,2412,VEN,False,False
9882,677735,2256,VEN,False,False
9883,677735,2783,VEN,False,False
9884,5899785,2508,VEN,False,False
9885,5899785,2128,USA,True,True
9886,5899785,1133,USA,False,False
9887,876257,3545,VEN,True,True
9888,876257,2491,VEN,True,True
9889,876257,3018,COL,False,False
9890,773683,924,PER,True,True
9891,773683,2903,VEN,False,False
9892,773683,744,VEN,False,False
9893,502829,2852,VEN,False,False
