comment_id,comment_text
953249,"News for morons. Increasing poverty, no shelter = social friction. It's not a difficult concept. You won't solve the problem with more cops. If ""revitalizing"" downtown means driving out the poor people, then I don't care about downtown. Put the money into shelter, not consultants and ""physical improvements"". Or stay stupid and put up with problems."
953558,So this is where Andy suck on the public teat is.
953656,"When will we ever learn that most politicians are hypocrites and only the rich have their ears?
The party they belong to is irrelevant."
953744,"Of course CSS is leading the protest for immigration. They make millions from the Federal government on immigrant assistance.  ""never underestimate the depth of human stupidity""."
953746,"I was born in Eugene and have lived all but 5 or 6 of my 60 years within a 70 mile radius (even lived in Eugene once, in the early 80's).  Now, I am embarrassed to admit that I live here.  I would NEVER live in Eugene again, there isn't enough time in the rest of my life to fix what the morons in charge of the city have created."
954039,"why the he__ is the Globe closing comments for muslin related articles.  Why can't we have a say. If I can't have a say, then don't print their crap. What the he__ is wrong with you Globe.  I guess it is only a free country if you are muslim.  Bull Sh__"
954367,"Pence sure is pathetic.  Stands behind smiling while Trump says or does idiotic stuff.  Basically, he's Trump's little bitch."
954629,she must have one heck of a lawyer...
954728,Americans are very stupid people
954734,"This piece might be of interest, most especially, since it's not written by any of us horrible liberals, but by a real-life financial advisor:
http://thereformedbroker.com/2017/01/29/to-my-jewish-irish-asian-and-italian-friends/"
954861,Ridiculous.
955097,Get your alternative facts straight. She only cleared it after tweeting about Trudeau. She's an unethical hypocrite with a very nice tan who apparently likes to hang with billionaires.
955669,"Almost useless? Well Rob, it's always been useless. I knew that as a 22 year old in 1986. How long have you been a huckster for this piece of useless advice?"
955796,You're bonkers dude.
956054,"No fucking creepy American style healthcare.  NONE AND ANYONE WHO SCREWS WITH IT IS GOING TO GET THEIR HEADS CAVED IN POLITICALLY AND BUSINESS WISE.

We won't stand for this shit.  In or out.  Bill all private or bill on the program.  NEVER BOTH.  If people want to throw their money away they will pay.  I think BC should loose it healthcare funding if they allow this travesty to continue."
956251,"While I think a lot of criticism of O'Leary is unwarranted I get annoyed that the celebrity status of candidates is more important than their actual policies. 

Canada and US both have has a media stars and they are both   morons."
956413,"Hahahaha. Now tell us PC spokesperson pretty please, did Ms. Ambrose make the calls to the ethics people after Trudeau's vacation event became public and and turned into a cheap political play? She would have to be awfully dumb if she did not. In addition to the hypocrisy the layer of parsing non existent differences is boggling."
956473,"Nobody feels sorry for you because of situations of your own making..The last President was the last True American President in poise and demeanor, the only thing that left the White House was intelligence, what was brought in is fodder for Saturday Night Live. crazy thing about your Feurer in charge is SNL doesn't have to write things up and create sketches they just have to put on makeup and speak the same words..They let stupid speak for it's self..."
956491,"Refugees are not citizens and have no rights, get over it lefties."
956757,I see that you have joined the dumb group. How disappointing for a college professor!
957138,"""This was the home run Trump promised""
You might be a lawyer, Christine, but you're no umpire.  This is just another one of Trump's most foul balls."
957519,I knew I could get this clown to act her age. It's like shooting ducks in a barrel. Owned!
957880,This government does not have any business acumen - there has to be creative ways to be more business friendly - we have elected a imbecile.
957888,"and the fascist usual stupidity from miller and co yet again. Give it a rest bud, you as usual look the complete fool when you try that daily bs. Trump is president working with congress, get over it"
957928,"Johann is typically a male name, which you'd know if you weren't an idiot."
957934,"Citizens of countries with one electoral authority,  compulsory voting and  only one method, paper or electronic, have no excuse for the idiots they elect."
958149,The dirty boomers tried to pull up the ladder behind themselves like they always do.  But this time the other generations voted to stop their selfishness.  Now Morneau's cuck council are trying to defy the will of voters.  It's disgusting.
958184,RA:  Didn't take long for another buttercup to come to the rescue and no surprise it was you.  Why is it when you get all flustered and frustrated you revert to senseless ad homenium attacks?  Do you think that makes your comment more relevant or is it just childish chest beating.  Or does it satisfy your cyber bully ego?
958264,This ignorant complaint is long past its expiration date.
958314,"Good point, gold plated freedom 55 for me, a ""gig economy"" with no benefits, no pension, nada, for you.  Parasites, all of them."
958603,"The treatment of the Rohingya Muslims in Myanmar is terrible. Still, it is not difficult to understand why the people of Myanmar want these people out. The Rohingyas cling to a detestable belief that Muslims has an obligation to spread the pure nonsense of Islam to all corners of the world. Without any form of evidence their faith claims that God prefers women to be covered up and kept under strict control. God does not favor men on men, Christians or just about anybody not Muslim. Per the Koran it is okay to kill them all; especially Jews. 

The problem with the Rohingya Muslims, sometimes referred to as the most prosecuted people on earth, has a 
rather obvious solution; they can abandon Islam. 

Of course, this is an impossible task as they have all been indoctrinated in the terrible cult from birth.  They prefer the constant oppression, rape and murder of their people for the simple reason that they lost their capacity for rational thinking."
958808,Canada now has the largest bunch idiots representing this country that has ever been assembled
958971,"This is the new age Canada now, workers rights have been eroding rapidly.  Consider having a sex change, claim to be homosexual/lesbian or develop some deviant mental disorder if you want any type of workplace protection - sorry folks, I'm dead serious on this one."
959057,Then put them in jail until they decide to cooperate.  This is ridiculous....
959655,"They elected Trump, which was certainly a mistake.
Judges, however, rarely make stupid mistakes."
959804,"Yeah, lets not get sidetracked from the disgusting behaviour of our Clown Prince and his imperial behaviour."
960019,"Everyday is Stupid Day for Putrumpski and President Bannon.  They've been really, really busy putting Bannon's  ""Shock and Awe"" idiotic EO and Executive Memo starting gate program into effect. But I understand they're taking a little group moron break, after finally realizing that the majority of the country isn't as stupid as Trumpnuts, they see what Putrumpski and Co. are doing and they're not only not impressed, but mad as hell.  So they're busy, busy, busy, trying to find a way to sneak their bullshit past us. Not gonna happen."
960033,It's so stupid people can appear smart.  They need to get over themselves.
960069,You are too cynical. Just trying to help....Chris
960092,Could it be - gasp! - that's because they continue to experience substantial  discrimination?  What's wrong with you? Are you one of those idiots who think White people are more discriminated against than people of color?
960146,The thugs in this town keep getting worse and worse.  Too bad someone didn't put a bullet between their eyes.  This case will go unsolved like most of the armed robberies in this pathetic town.
960302,"Same old shit. Yawn. I will pay attention when these guys and gals start talking economics rather than politics,"
960315,Damn Alaskan Bush robbers are at it again...
960614,"I have purchased a conservative membership so I can vote against Mr. O'leary and the other crackpot running for the CPC. However, if Mr O'leary makes it through to the next federal election I would certainly vote for him over the equally ignorant and populist Mr. Trudeau. It kind of makes me appreciate the tough choice our American friends had between Clinton and Trump..."
960629,"Regain the voice of the voters would be the main argument for people who admire an ignoramous like O’Leary! Come on, give me a break. Promises, promises, promises.
Canadians are not as dumb as their American redneck counterparts. America is a divided nation while Canada is not. Why would Canadians vote against their own interest. Look at the whole of social programs."
960703,"the onus will now be on the purchaser to prove a negative.  It is not in your best interest as the underwriting is done at claims time.  You may not have coverage when you or your family need it.  Let the buyer beware.  Also you can't trust the advisor as they are really and truly looking out for themselves to collect a commission.  Like the post above, DO NOT BE IGNORANT - understand the risk you bear by not getting underwitten upfront."
960795,"all you illegal criminals, very soon you will be going to the bus station. turn in forged green card, drivers license and social security card. bye! enjoy living in the garbage dump (mexico)."
960954,Your an idiot
961206,The Democrats are shambling around like zombies.
961245,"Is main street Canada as dumb as a rock like the USA is? They will be if they vote for this guy. Your right Margaret ""what a jerk"""
961304,If you pay me a ridiculously rich compensation package compared to other workers in my industry who don't have the luxury of working for the government and in fact are taxed so that I can get my ridiculously rich compensation package I would gladly give up 16.3% of my salary!
961368,"all you illegal criminals, very soon you will be going to the bus station. turn in forged green card, drivers license and social security card. bye!m enjoy living in the garbage dump (mexico)."
961373,"What does ""giving it away at below world prices mean""? We get what buyers will pay for it. Sure if we could magically transport it to Asia we could get a higher price, but we are all out of pixie dust. 

What if we salt some of these resources away for future generations and the value drops? Don't we look like idiots for not getting the best price for the resources now?"
961518,"More people killed annually in U.S. from accidental gunshot by children under 10 than in all history of U.S. by Muslim terrorists from Iran, Iraq, Libya, Somalia, Sudan, Syria and Yemen combined.   Maybe they should bar all children under 10 from entering the U.S.?"
961609,"I like stupid Americans like YU, you help our cause to overthrow your way of life"
961616,An idiot leading a pack of same
961662,"Phil Kessel is a Cup winning superstar.

Really thought he should have been the Conn Smythe winner too.

Youuuuuu succcccccccccccccckkkkkk !"
961875,"I voted for Wynn (not Trudeau) and I've been voting conservative for 44 years. I voted for Wynn (and regret it every day) because I couldn't get behind Tim Hudak. For me Hudak was too far right and had no social conscious, not even a little. It wasn't a vote for her, it was a vote against him. So yeah, I guess I'm one of the stupid ones mentioned here. But in my defense I'll say that O'Leary is much worse than Hudak. He doesn't represent my conservative party and I'll vote against him too."
962071,Public school=the fleecing of America.  Just get rid of it once and for all.  The better teachers will make more money and the educated stupid people just looking for a paycheck will have to go find another way to earn a living.
962247,"There was a time when the Democrats appealed to the racists by opposing integration, today these Democrats appeal to the racists by killing black/brown babies, truly disgusting."
962441,"Keith:  My goodness, we wouldn't want the opposition party to engage in any obstruction of the President would we?  Did you, perchance, sleep through the years of Republican obstruction of every single proposal from the Obama Administration?  GOP Congressional leaders, specifically McConnell and Boehner, publicly announced their intent to ""make Obama's Presidency a failure.""  Democratic congressional leaders, instead, have stated they will oppose or support specific appointees, programs and policies proposed by President Trump on an ""issue by issue"" basis.  That's quite a difference.

""Name-calling""......I guess I'm as guilty as anyone....I've suggested Trump has the characteristics of a sociopath.  If it walks like a duck, quacks like a duck...it just might be a duck.  I'm 74 and I've seen what, IMO, are serious blunders by our nation....I've also seen some truly wonderful things.  I fear I have to classify Trump's election in the former category.  Regards, Gary Crum"
962498,You think that's all we have left?  You can't fix stupid.
962602,"SB 21 is the cause of the budget crisis?  No, a decade of bi-partisan raiding of the bank is the cause.  A bunch of fools on the left and right who thought that oil-prices would never drop."
962661,"What you going to do about that Roy?
Not a damn thing but run your mouth... that's what I thought."
962666,"TJLYOM - indeed.   The howling protests of useless rage are music to my ears.    

Now to dismantle Fed interference and let the States set up their schools to compete for the $12k vouchers.

All this WINNING sure is pleasant!    Trump has this country coming around nicely.

Oh, and Lisa Murkowski - your treachery of siding with obstructionist moonbats will not be forgotten.    You have shamed Alaska.

Dan Sullivan - well done, sir!    Bravo."
962897,"and with more choice for parents thus competition for schools and teachers, it will force them to get better! get over it. and save the usual gw bs for the koolaide sheep bud, it makes you look like a total idiot"
963000,"""Death to the forces of hate"" = oxymoron"
963047,You suck
963393,Anchorage trash. On the move again. And  again....and again.....
963567,"""Mr. O’Leary is a blustering ignoramus."" Exactly. Well done Margaret Wente. He's a complete joke! I hope the Conservatives pick him because he will guarantee another 4 years for Trudeau. Encourage this nauseating O'Leary stupidity!"
963713,is it a loan or a hand out?  stupid Libs.  They need their buts kicked out.  Negligent and careless with our hard working tax dollars.  Wholly incompetent - kick em out of office.
963815,"Why are you being such a Christian phobe racist and bigot?
Canada already has enough superstitious fundamentalist teachers indoctrinating kids about religion and Stone Age thinking: just go to your nearest Canadian Muslim school or Canadian public school whose kids learn about Sharia law and readings from Islamist superstitious books"
964222,"but, but, but...  he is a good Catholic!  he and Cardinal Burke are good friends and agree about the evil Muslims!    

https://www.nytimes.com/2017/02/07/world/europe/vatican-steve-bannon-pope-francis.html"
964317,"The Liberals are stupid and out of touch.  This is exactly why there is a Brexit, why Donald Trump gets elected, why Marine Le Pen is leading in France and why Kevin O'Leary is the leading contender for PM.

The Liberals can try to smooth this stuff over as much as they want, but what did was to was spit right in the face of every taxpayer."
964725,What a stupid article. As a baby boomer I retired due to ill health 10 years ago as I didn't have any choice. So now what would you suggest?
964988,Liar.
965056,Based on these comments were all fucked. Fuck you and fuck you and fuck you and fuck you. That's what we've come to? And you're righteously indignant about that? Well. Fuck you.
965084,OMG trump is one resounding IDIOT !!!!!!
965105,there are no subsidies for the oil sands you liberal idiot
965149,"clearly you are a full blown idiot on this one, these were professionals that understands finances, thank god losers like you are not helping these committies"
965444,"As are you, and hypocritical. Where's your  denunciation of SE Slayer or any of the righty trolls in here?  Crickets.
Typical right wing double standard."
965715,"What a misleading and idiotic headline.   The Globe tries to make the casual reader think that Canadians are so disturbed by Trump that they’re willing to give up their standard of living in order to show their opposition to his policies.   But then we find out only a small majority would be willing to support “standing up to Trump”, and only if the US started the trade war by slapping on a border tax on Canadian exports.  You can bet that that 58% would be down to 20% at the report of the first job loss attributed to it.  Only an idiot, and apparently the Globe, would take a Nik Nanos poll at face value."
966215,"""It achieved the purpose it was going to get"". 
Will someone please teach these clowns english.  It's embarrassing."
966277,"""Obstacles to the creation of infrastructure"" there it is folks, we can't get anything done, a handful of demonstrators, and everything comes to a halt. What a timid bunch we've become. Let's man up and get the economy moving. Oh yeah, get rid of that stupid carbon tax Justin, you're getting in the way."
966360,"Canadians are idiots but thank god they didn't elect an idiot as their PM, he will not pick a fight with Trump, wanna bet ?"
966484,"Stupid comment on rrsp. Of course 38% pull money out before 71. 
Duh, hello!! We are in our sixties, what the fuck else are you supposed to live on?  What the hell is the RRSP for?"
966784,"While Muslims excoriate us about supposed Islamophobia, we should bear in mind Islam's entrenched xenophobia, homophobia, misogyny, Judeophobia and antisemitism, , Christophbia, Europhobia, Americanophobia, democraceaophobia,  iconoclasm, and even Islamophobia against each other. Ancient tribal  wars of extermination between Kurds, Shiite, Sunni, Wahhabi, Druze and other Islamic sects are worse than anything expressed in the west, even by Trump"
967184,hes gonna fold like the pusssy he is
967320,"Reposted as somehow my original comment was censored without a trace

That a moron (who lost the US popular vote) got to the White House by playing the populist card and appears set to run roughshod over the US Constitution should scare the hell out of Canadians.

Don't care what these Five Eyes online interrruptors think.

With ""friends"" like these, who really even needs enemies ?"
967405,"it's a made-up word to hide Islam's paranoid hatred of non-believers, it really is Kuffirphobia, fear of infidels that is driven into the very heart of muslims. We must not allow any religious nutjobs Islam or otherwise to impose their crazy nonsense on others via pain of the law."
967471,"""Liberalism is a mental illness""...This type of hyper-partisan, illogical response is what truly exemplifies mental illness."
967644,"""the decision to pass on the Ivanka Trump brand had been based on its performance.""

Her brand is clearly ""weak"", so she must be a ""loser"". 

Why is Trump supporting weak losers?

Sad."
967736,"Don't waste your time on bigots, Arlene.  Let them continue to look stupid."
967826,"You're painting with a pretty broad brush, Keith. It's as if you're getting all of your news from one very unreliable source. No one was banned from participating in the Women's March, ""liberal bullies"" are not protesting the outcome of the election (they're challenging our insane new president on his terrible ideas) and this line of reasoning that those who oppose Trump need to just get over it and shut up is tiresome and undemocratic."
967990,People don't normally take it to heart when an idiot calls someone stupid.
968063,"And our idiot Prime Minister has thrown the government behind it......because it's 2017.   I really, really fear for boys and men.  This ongoing over the top assumption that women.......all women....... are angels and beyond reproach is bizarre.  Many do make false accusations.   Like it or not."
968196,APD I love you but you should of shot this scum bag and saved us a little money...give him an attempted murder charge.
968352,"Yeah I saw that idiot on tv Ed Sniffen talking about making these horrendous fines so expensive they'll cripple the common man. His dumb theory is that well, then folks won't do it. Tell you what: you really want to stick it to people? If you get caught, let's cut off their arms so they can't drive anymore. Even the death penalty doesn't stop people from killing, so why would more expensive fines stop people from doing these things? They won't, but the city will get rich. Haven't we taxed the people into oblivion already?"
968360,"Muslims have a national MONTH(October)  trying for their own anti  criticism (blasphemy) laws just for them,  bigger prayer rooms when other religions have none and are not allowed to display their religion, and a horde of useful idiots who want to let the religion of peace do whatever they want....except assimilate into our society."
968599,"9 out of 10 crimes here have black perps.

It's not racism it's truth. I live here I listen to the radio as Gun play, gang killings, etc are all black people.

You are being stopped or harassed because of a good reason.
I live here so you can't BS me. I hear it every single hole day. There are parts of Dartmouth so scary the cops don't get even go there.

Enough of his horse....... Liberal crap polls"
969185,"If we have some of the ""dumbest kids in earth"" that's because their parents are dumb as rocks. That's not in the teachers. That's on you."
969343,How did this clown ever get into the legislature? Do we have the ARP to thank for this?
969361,"Putin is likely the wealthiest person on the planet, whose wealth was estimated nearly a decade ago as 70 billion dollars. Russia is a gangster run kleptocracy, with the losers dying in a variety of painful ways, including plutonium poisoning. I find it incomprehensible that the president of the United States of America admires this truly evil beast."
969584,"AB:  Man, you are one sore loser!"
969728,"This lying racist bastard, Jeff Sessions, shouldn’t even be in the government much less attorney general."
969747,You Trumpsters are such illiterates...
969922,"Utter crap.  Harper WROTE the FIPA investor treaty giving China the power to sue any Canadian government, municipal, provincial and federal for 31 years.  Canadians were horrified by it. Harper also sold residency for cash and the vast majority of those wealthy foreign nationals pay no tax here.  Suc.k on it. Harper was terrible."
970514,Just another dick head un educated moron with a gun and a badge. This country is full of em.
970557,"Hey Nowhere Man, go fuck yourself."
970631,"Utter garbage.
Oil companies AREN'T subsidized, and the taxes collected keep Quebec solvent.
Stop lying, and whining."
970684,"""We had to kill the children to save them from McVeigh,"" just doesn't work for me."
971048,"Feel free to leave. 
Perhaps you're not familiar with the words of Abraham Lincoln. 
""Better to remain silent and  be thought a fool than to speak out and remove all doubt.""."
971107,"well what a loser you are! i see you can't show me wrong so insult right! the left, never stops proving how stupid and useless you all are"
971271,He's a loser.
971350,The Idiot says something one day and something else the next. He disavows his appointees constantly. How can he be trusted?
971387,"You wanna bet. Oil put in Palin just to get Parnell. There is enough stupid voters who will actually believe the propaganda and vote for him. Ex:SB21! When that happens again it's time for selling and moving on. Not worth trying to help and paying more taxes for snow clogged roads ignorant school boards, high rent and property taxes, high food, medical, and see old people told to leave that's been here 40 or more years. Juneau can eat cake, pay everything oil wont and sink in their own crap with those who keep putting the Kelly's in office. Old people will take retirement checks and go beachcombing!"
971441,Thatcher came before the current generation of feminist snowflakes where men are to blame for everything.
971456,"No kidding.  With responsibility comes accountability.  Exactly why wouldn't the Minister, with all the perks including a substantial pay raise, announce what she will be doing and what she won't be doing?   Face it the crisis came about because another women, Maryam Mosef totally screwed up the file and made that embarrassing display in Parliament demonstrating that she either didn't understand the committee's report or hadn't actually read it.
BTW, in all the broadcast, news article and opinion pieces, never have a read anyone blaming Gould, they all blame the Prime Minister because he clearly was out of his depth, was liar or just plain stupid for make the promise that the last election would be the last under the FPTP system. 

All this shows is  that Laurin Liu is just another feminist sexist looking for excuses instead of stepping up to the job."
971470,You are sick in the head.... get some help.
972101,"When I was a teen my cheap little Savings Account at ScotiaBank got me 8% interest... Anybody remember those days??? What that was to me, was an incentive to work hard and save save save, so one day I could have a big old wad in the bank and get some passive income off it. Now of course, that incentive has vanished, and houses maybe have replaced that scheme? Now, if the interest rate should rise by even 1.5%, there's gonna be a lot of trouble in a lot of paradises out there. Just for the hell of it, check out our GDP to debt ratio and note the trend. Sustainability my arse."
972301,"Meanwhile ... the Globe's readers don't get to see this:
http://www.foxnews.com/world/2017/02/09/russian-airstrike-kills-3-turkish-soldiers-in-syria.html

The Globe has become a silly rag which doesn't report much news anymore.  No wonder its circulation keeps plummeting, like Torstar's."
972530,"During his career in the construction industry, President Donnie employed tens of thousands. His employees were diverse. Many lefties talk and talk about diversity, but the  President actually enacted it. How many payrolls did Pretty Boy meet before becoming a politician?

You know what President Donnie is going to tell the people who will meet Trudeau on Monday? Here it is: ""Whatever this clown says or does, don't LAUGH! I've taken enough heat this month."""
973145,"RR, Winnipeg is not stagnant, it's steady. There is a huge difference.
Manitoba has the most stable economy, population and employment of the entire country for 2 decades.... at least until the idiots voted in the Conservatives (they'll destroy the province long term)."
973459,Here come the climate change deniers. Neanderthals yearning for simpler times where no one was forced to endure the torture of third grade spelling tests or living in a world where some assholes went to college.
973601,"And yet a man who ""grabs her by the pussy"" is elected president.."
973728,"Ya, sure. Harper did more in his first year than Trudeau has and he didn't take the many many vacations Trudeau has.
Trudeau is a lazy selfie slacker."
974131,A meeting between dumb and dumber.
974172,Fool
974265,Propaganda of homosexuality should be forbidden.
974552,"Displaying the fricken confederate flag, which would be used only as ass-wipe by me and a whole lot of others, is bullying to most of us black and brown people you dumbass."
974858,"Let's change that sentence a bit to read ""You are a fool, a fool, a fool to screw with the President of the United States, and if you don't understand that, I can make you understand it... I have the full force of the Navy, Army, Marines and Air Force behind me. Ask anyone. Many people will you tell. Big mistake. YUGE.""

Sure sounds like something Trump would say."
975131,"I have nothing  against Obama but really  there are way more important things the state  legislators  should be  focusing on. Why do they always stupid sh!t why. Getting off subject a little, but who in their right mind wants or would want to legalize  prostitution another stupid 
idea. 
I'll just leave that one there. 
Can't Understand Normal Thinking
C. U. N. T.
KDEN"
975213,"Well, that put's the kibosh on Trump's unconstitutional ban! So what if it pisses him off! He's as thin-skinned as a rotten apple. Taking to Twitter? It's his ""blanky"".  It's his ""safe place"".  It's his ""binky"". Disgusting. If there are any attacks, it will come from within by white lowbrows seeking to justify Trump's dastardly deed!"
975506,"This makes no sense. Canada and Trudeau have already gotten their headlines for stepping up to the plate with compassion and virtue to take the refugees and others who are being impacted by the Trump travel ban.
No one is going to find out what you're doing with the Emerson 'problem'. Enough already with looking for a technicality to save face. It's not necessary.
This is similar to the theatrics of whether Canada should do the right thing and not sell billions of dollars of arms to the worst human rights violator in the world. No one found out you did that either, you get to keep the money and the  'peace loving honest broker' stuff.
Along the same lines, European countries marvel at the relative ease in which Canada can bring in tens of thousands of Syrians compared to the chaos in their own countries. What they don't know is the secret seems to be to limit the influx to orphans, families and homosexuals. You would be stupid to let that info out. You've already gotten your headlines."
975624,"Correction.  You hope the actions of liar Hillary, and her partner Obama are not responsible for unjustified deaths. It's funny how no one questioned anything they did while they were in office. Now, after Trump has been in office just a matter of days everyone is critical of our nation's actions.
How interesting."
975661,None of the right wing trolls do it seems
975762,Yes. And you're a moron if you think so.
976069,"Don't bother. They're too busy celebrating the loss of their rights and civil liberties to pay attention. And when the loss does hit home, they'll be yowling so loud they can't hear anything but the sound of their own pathetic sobbing.  Let the stupid burn."
976081,"Tsk. Tsk.  Here you are again, acting like maybe you don't work all the time. I think maybe you were fibbing about that.

Liberals embrace intelligent change; not the kind of idiocy right wing nuts typically go for.  Exhibit A:  Trump.  The stupid, it burns. Doesn't it?"
976172,"The shameful irony of this ridiculous action is not lost on me.   Here we have CBD from HEMP, confiscated by a control board that is supposed to regulate a different plant.

Not only is the CBD non psychoactive, it's actually gaining momentum as a cure for everything from skin ailments to cancer, parkinsons, etc., and the best thing our director can do is punish the patients.

Thank you regulatory board for saving us from potentially health inducing substances.

So we have a board and regulatory agency that is helpless to compete with the ""grey"" market.  We have a new director who insanely targets patients and our own pseudo tax collectors,  and leaves the black market to millions of dollars while the health food stores sell 38 brands of CBD by the shelf full.

The inmates have indeed taken over the asylum.

Do they not know they can send a memo and have the products get registered?  This is maddeningly idiotic and shameful on the part of this new director.   

Vote of no confidence."
976197,"When asked if they were going to screw over other stores, Chambers avoided the question and essentially stated that because they can and because she's a stupid  beeotch they're going to concentrate exclusively on marijuana stores."
976212,Move to Russia and be a fascist dick all you want.
976214,Problem is the senate still has the same CBC members in charge.  They'll protect their oil masters right up to our bankruptcy.  It's our fault.  We failed to vote those losers out of power last fall.
976232,"""I have pretty much decided that the account ""Always There"" is managed by a Russian provocateur."" -- JimJohnson

I doubt it. His posts are too stupid to be a Russian's."
976236,"Worst snow plowing in half a century. But lots of cops to write tickets. What a sorry city government we have. And they will say ""oh that is a state road"" pathetic. If they say it's for safety or for the children they really mean it's for more money for government."
976274,Try reading it and get some real news - moron!
976421,These idiotic studies are upsetting. Where is the information that is surprising. Any person in any walk of like could and would state these (study) results?
976466,"why are APD cops so incompetent when it comes to subduing suspects,how about we look at other sttates and see what they do....then we can re implement the new program,while we watch and see success.......our force is like,well its unlike anywhere else it seems,with all the mismanaged monies and resources,we need a cop shop overhaul.....mabee like atl falcons front line defense,some big ole boys/w big ole boots.....and experiance....these 145 # rooks are having a go at it,it seems anyways...all the awnsers are clear,on our problems.i just dont get why they havent been relegated,delegated and actively in force.still we play tiddley winks.....seems simple yet stupid running stupid...."
976941,Michael Golijuch this is so funny you finally learning about Kirk he will tell you what you want to hear but backstab you later.. Dont cry about it now michael you endorsed him and suppported him.. Yes what a slap in the face a sexual predator on women and a homophobic..
977239,are these people really that stupid. Cbd is one of the more benign products out there. Anybody know the email of the idiots doing this?
977264,"You get a gold extra special stupid star, angry man."
977425,"Hello out there!

Hello out there, members and supporters of Black Lives Matter Toronto!

My post has been up 15 minutes and not a peep from any of you folks.

So I gather then that you accept it: Your group provides a lousy role model for anybody noticing your group.

And, like cowards of the usual sort, you refuse to get involved in a fair-and-square confrontation here on this page.

I nailed it when I said it the first time: The Toronto Chapter of Black Lives Matter is that it is an organization comparable to a pile of unhelpful garbage."
977673,"ridiculous, but it's OK to let and encourage ""children"" about transgender......"
977764,"The police are ALSO members of this community.

Yet, these two groups want to exclude these officers at a time when they themselves are struggling  for inclusion.

Don't think I want to support such hypocrites."
977842,shame on the gutless cops for caving in to BLM...shame on Pride for signing all the demands in last years parade..it seems that Black gays are more important and entitled then non-black gays
978018,"I hesitate to call anyone's comment stupid but I'm almost considering an exception here. 

Those of us who supported the legalization of marijuana, including those of us who don't use it, wanted government to stop wasting resources arresting and prosecuting people who do use it. We thought that marijuana prohibition was completely ineffective and wasteful and we thought use of it was much less harmful than alcohol. That's all, no more, no less. The motivation you apply to the pro-legilization camp, that we wanted government regulation for the sake of government regulation is at best ill-informed and at worst monumentally ignorant...oh what the heck...its stupid.

Most people stay away from commenting on subjects they know nothing of...but it's a free country (at least it is right now) so go for it. But you'd do well to pay heed to this famous quote:

Better to remain silent and be thought a fool than to speak out and remove all doubt."" -"
978032,"Trump blinked in the push back from China.........LOSS
Trump was put in his place by the US Courts on Immigration................LOSS
Trump had Rep. Senators turn on him with Betsy Devos & Pence had to bail him out ...................LOSS

Looks like Trump is already becoming his own worst nightmare...................LOSER not a winner !"
978247,"Trump is a bumbling fool, and the US has become the laughing stock of the free world."
978425,Shitty a** APD at its finest! Letting criminals walk the street after one assault ! F*uck it let him out with a third party it's ok he learned his lesson and then boom stabs the same woman he beat up 24 Jan and then stabs a rookie cop... this is why I carry everywhere! Poor lady she's just feel like the cops really don't give a crap
978495,"If there is any good news anywhere, I think the moment is fast approaching if not already here when more and more realize that the emperor is wearing no clothes, when he will be able to fool fewer people all the time.  He is preparing his own exit with his crazy twits."
978689,What will these morons do next?...Seize the glassware and t shirts because they haven't been tested?
978906,You'd crap on a birthday cake. Why don't you adopt Sugar Baby?
979025,"Well, Trudeau is a two-faced, lying, gutless weasel, but I do not want proportional representation."
979094,Move to Russia and be a fascist pig all you want.
979243,"Geez, Northwind. If you're gonna troll, at least learn how to spell."
979270,"Trump is Bozo driving the clown car. Actually, he might be a passenger, but a clown nonetheless. I digress. BTW, Frum's autocracy piece isn't original. The people at Truthdig (e.g. Chris Hedges) have been writing about this stuff for quite some time, yet Frum gets the press. Check out Truthdig, Wente to get the real lowdown on the US politics."
979291,"""This is government being stupid beyond all rationale....""
.
....except the rationale of those 52% of Alaskans who thought it was such a great idea to legalize pot and put it in the regulatory hands of that ""stupid government."""
979419,"America: How does it feel to be the most ridiculous country in the world? Do you now feel that Trump is making America great again?  I think it's just the opposite.  Frankly, you have an idiot for a president."
979594,"She said: ""To President Martindale, to Sen. Sessions, Mayor Bright, Troy State Chancellor Jack Hawkins Jr., Dr. Dorothy Height, Ms. Johnnie Carr, Juanita Abernathy, Mammie Till-Mobley, to all of the distinguished program participants and guests in this audience today, it's a great honor and a privilege for me to join you in celebrating the grand opening of the Rosa Parks Library and Museum."" Coretta Scott King

She's not honoring Sessions, she's being courteous to all dignitaries.

It's not beside the point, it is the point. Tell the truth instead of twisting it around to deflect away from Sessions and his background of racist bigotry."
979653,Trudeau is full of crap. The truth is he only lost interest in electoral reform when it was pointed out to His Royal Anus that it wouldn't give the Liberals the unfair advantage he sought.
979668,Too bad she won't apologize for being an idiot.
980098,"Then why did the Declarations of Secession of Georgia, Mississippi, South Carolina and Texas all declare that the white race was superior to the black race and the black race being enslaved was the only way they could exist in America?

""Our new government is founded upon exactly the opposite ideas; its foundations are laid, its cornerstone rests, upon the great truth that the negro is not equal to the white man; that slavery, subordination to the superior race, is his natural and normal condition. ""
- Confederate Vice President Alexander Stephens, March 21, 1861

 I realize you're a Trump supporter so you probably don't appreciate things like ""facts,"" but you could stand to crack a book sometime before you go online and make an ass out of yourself with your ignorance."
980303,"They die, rapidly or slowly, but just as dead either way."
